"s='banana'; print(s.replace('a','@'))","<english> Replaces 'a' with '@'. Hacker text bro."
"x=['a','b','c']; print(x[-2])","<english> Second last element. Close to the end bro."
"nums=[2,4,6,8]; print(all(n%2==0 for n in nums))","<english> Checks if all numbers are even. Team even confirmed bro."
"s='coding'; print(s*3)","<english> Repeats the word three times. Coding spam bro."
"for i in range(4): print(i==2)","<english> Only prints True when i is 2. Truth moment bro."
"def zero_fill(n): return str(n).zfill(5)","<english> Pads number with zeros on the left. Fancy formatting bro."
"nums=[1,2,3]; nums.insert(1,9)","<english> Drops 9 at index 1. Side entry bro."
"import random; print(random.random())","<english> Gives a random decimal between 0 and 1. Luck meter bro."
"code","explanation"
"for i in range(5): print(i if i%2==0 else 'odd')","<english> Bro this prints the number if it's even, otherwise prints 'odd'. Smart switch bro."
"def triple(n): return n*3","<english> Multiplies the number by 3. Triple booster bro."
"s='hello world'; print(s.title())","<english> Makes Every Word Start With A Capital Letter. Fancy English bro."
"x=[1,2,3]; print(sum(x))","<english> Adds everything in the list and gives total. Quick math bro."
"a={1,2,3}; b={3,4,5}; print(a&b)","<english> Intersection — shows common elements. Mutual friends list bro."
"a={1,2,3}; b={3,4,5}; print(a|b)","<english> Union — everything combined. Full group bro."
"a={1,2,3}; b={3,4,5}; print(a-b)","<english> Shows elements only in a but not in b. Solo members bro."
"x=[9,8,7]; print(min(x), max(x))","<english> Prints smallest and biggest. Quick stat bro."
"nums=[1,2,3]; print(tuple(nums))","<english> Converts list into tuple. Lock the values bro."
"t=(1,2,3); print(list(t))","<english> Converts tuple back to list. Freedom mode bro."
"x=[1,2,3]; print(x.__len__())","<english> Same as len(x) but fancier. Hidden flex bro."
"for i in range(1,11): print('even' if i%2==0 else 'odd')","<english> Prints even/odd for numbers 1 to 10. Full classification bro."
"s='python'; print(s[::3])","<english> Skips 3 characters each time. Stylish slicing bro."
"names=['ram','sam']; names2=names.copy()","<english> Makes a proper copy so changes won't affect original. Safe clone bro."
"def hi(): return None","<english> Function that returns nothing. Silent exit bro."
"x=['a','b','c']; print('-'.join(x))","<english> Joins with dashes → a-b-c. Clean formatting bro."
"nums=[1,2,3]; print([n*10 for n in nums])","<english> Gives each number a 10x upgrade. Glow up bro."
"s='hello'; print(s.swapcase())","<english> Flips case: lower→UPPER, upper→lower. Mood swing bro."
"import math; print(math.factorial(5))","<english> Gives factorial of 5. Big number generator bro."
"def biggest(lst): return max(lst)","<english> Finds the biggest item. Boss finder bro."
"x=[1,2,3]; y=[4,5]; print(x+y)","<english> Joins two lists together. Squad merge bro."
"def avg(lst): return sum(lst)/len(lst)","<english> Computes average. Chill math bro."
"x=[1,2,3,4]; print(x[::-1])","<english> Reverses the whole list. Backflip bro."
"nums=[4,1,3]; nums.sort(); print(nums)","<english> Sorts the list in-place. Home renovation bro."
"nums=[1,2,3]; print([n for n in nums if n!=2])","<english> Removes 2 by filtering. Custom clean-up bro."
"x=[1,2,3,4]; print([i for i in x if i%2])","<english> Picks all odd numbers. Odd squad bro."
"a,b=5,10; a,b=b,a","<english> Swaps values without temp variable. Ninja swap bro."
"for i in range(3): print(['hi','bye'][i%2])","<english> Alternates hi and bye. Mood switch bro."
"s='hello'; print(s.index('l'))","<english> First location of l. Search and find bro."
"x=[1,2,3]; print(x.count(2))","<english> Counts how many 2’s are inside. Quick tally bro."
"nums=[5,3,8]; print(sorted(nums)[0])","<english> Smallest element by sorting. Smart trick bro."
"for i in range(1,6): print('*'*(6-i))","<english> Inverted star pattern. Pyramid upside-down bro."
"def half(n): return n/2","<english> Cuts the number in half. Slice bro."
"s='banana'; print(s.replace('a','@'))","<english> Replaces 'a' with '@'. Hacker text bro."
"x=['a','b','c']; print(x[-2])","<english> Second last element. Close to the end bro."
"nums=[2,4,6,8]; print(all(n%2==0 for n in nums))","<english> Checks if all numbers are even. Team even confirmed bro."
"s='coding'; print(s*3)","<english> Repeats the word three times. Coding spam bro."
"for i in range(4): print(i==2)","<english> Only prints True when i is 2. Truth moment bro."
"def zero_fill(n): return str(n).zfill(5)","<english> Pads number with zeros on the left. Fancy formatting bro."
"nums=[1,2,3]; nums.insert(1,9)","<english> Drops 9 at index 1. Side entry bro."
"import random; print(random.random())","<english> Gives a random decimal between 0 and 1. Luck meter bro."
"code","explanation"
"for i in range(5): print(i if i%2==0 else 'odd')","<english> Bro this prints the number if it's even, otherwise prints 'odd'. Smart switch bro."
"def triple(n): return n*3","<english> Multiplies the number by 3. Triple booster bro."
"s='hello world'; print(s.title())","<english> Makes Every Word Start With A Capital Letter. Fancy English bro."
"x=[1,2,3]; print(sum(x))","<english> Adds everything in the list and gives total. Quick math bro."
"a={1,2,3}; b={3,4,5}; print(a&b)","<english> Intersection — shows common elements. Mutual friends list bro."
"a={1,2,3}; b={3,4,5}; print(a|b)","<english> Union — everything combined. Full group bro."
"a={1,2,3}; b={3,4,5}; print(a-b)","<english> Shows elements only in a but not in b. Solo members bro."
"x=[9,8,7]; print(min(x), max(x))","<english> Prints smallest and biggest. Quick stat bro."
"nums=[1,2,3]; print(tuple(nums))","<english> Converts list into tuple. Lock the values bro."
"t=(1,2,3); print(list(t))","<english> Converts tuple back to list. Freedom mode bro."
"x=[1,2,3]; print(x.__len__())","<english> Same as len(x) but fancier. Hidden flex bro."
"for i in range(1,11): print('even' if i%2==0 else 'odd')","<english> Prints even/odd for numbers 1 to 10. Full classification bro."
"s='python'; print(s[::3])","<english> Skips 3 characters each time. Stylish slicing bro."
"names=['ram','sam']; names2=names.copy()","<english> Makes a proper copy so changes won't affect original. Safe clone bro."
"def hi(): return None","<english> Function that returns nothing. Silent exit bro."
"x=['a','b','c']; print('-'.join(x))","<english> Joins with dashes → a-b-c. Clean formatting bro."
"nums=[1,2,3]; print([n*10 for n in nums])","<english> Gives each number a 10x upgrade. Glow up bro."
"s='hello'; print(s.swapcase())","<english> Flips case: lower→UPPER, upper→lower. Mood swing bro."
"import math; print(math.factorial(5))","<english> Gives factorial of 5. Big number generator bro."
"def biggest(lst): return max(lst)","<english> Finds the biggest item. Boss finder bro."
"x=[1,2,3]; y=[4,5]; print(x+y)","<english> Joins two lists together. Squad merge bro."
"def avg(lst): return sum(lst)/len(lst)","<english> Computes average. Chill math bro."
"x=[1,2,3,4]; print(x[::-1])","<english> Reverses the whole list. Backflip bro."
"nums=[4,1,3]; nums.sort(); print(nums)","<english> Sorts the list in-place. Home renovation bro."
"nums=[1,2,3]; print([n for n in nums if n!=2])","<english> Removes 2 by filtering. Custom clean-up bro."
"x=[1,2,3,4]; print([i for i in x if i%2])","<english> Picks all odd numbers. Odd squad bro."
"a,b=5,10; a,b=b,a","<english> Swaps values without temp variable. Ninja swap bro."
"for i in range(3): print(['hi','bye'][i%2])","<english> Alternates hi and bye. Mood switch bro."
"s='hello'; print(s.index('l'))","<english> First location of l. Search and find bro."
"x=[1,2,3]; print(x.count(2))","<english> Counts how many 2’s are inside. Quick tally bro."
"nums=[5,3,8]; print(sorted(nums)[0])","<english> Smallest element by sorting. Smart trick bro."
"for i in range(1,6): print('*'*(6-i))","<english> Inverted star pattern. Pyramid upside-down bro."
"def half(n): return n/2","<english> Cuts the number in half. Slice bro."
"s='banana'; print(s.replace('a','@'))","<english> Replaces 'a' with '@'. Hacker text bro."
"x=['a','b','c']; print(x[-2])","<english> Second last element. Close to the end bro."
"nums=[2,4,6,8]; print(all(n%2==0 for n in nums))","<english> Checks if all numbers are even. Team even confirmed bro."
"s='coding'; print(s*3)","<english> Repeats the word three times. Coding spam bro."
"for i in range(4): print(i==2)","<english> Only prints True when i is 2. Truth moment bro."
"def zero_fill(n): return str(n).zfill(5)","<english> Pads number with zeros on the left. Fancy formatting bro."
"nums=[1,2,3]; nums.insert(1,9)","<english> Drops 9 at index 1. Side entry bro."
"import random; print(random.random())","<english> Gives a random decimal between 0 and 1. Luck meter bro."
"code","explanation"
"for i in range(5): print(i if i%2==0 else 'odd')","<english> Bro this prints the number if it's even, otherwise prints 'odd'. Smart switch bro."
"def triple(n): return n*3","<english> Multiplies the number by 3. Triple booster bro."
"s='hello world'; print(s.title())","<english> Makes Every Word Start With A Capital Letter. Fancy English bro."
"x=[1,2,3]; print(sum(x))","<english> Adds everything in the list and gives total. Quick math bro."
"a={1,2,3}; b={3,4,5}; print(a&b)","<english> Intersection — shows common elements. Mutual friends list bro."
"a={1,2,3}; b={3,4,5}; print(a|b)","<english> Union — everything combined. Full group bro."
"a={1,2,3}; b={3,4,5}; print(a-b)","<english> Shows elements only in a but not in b. Solo members bro."
"x=[9,8,7]; print(min(x), max(x))","<english> Prints smallest and biggest. Quick stat bro."
"nums=[1,2,3]; print(tuple(nums))","<english> Converts list into tuple. Lock the values bro."
"t=(1,2,3); print(list(t))","<english> Converts tuple back to list. Freedom mode bro."
"x=[1,2,3]; print(x.__len__())","<english> Same as len(x) but fancier. Hidden flex bro."
"for i in range(1,11): print('even' if i%2==0 else 'odd')","<english> Prints even/odd for numbers 1 to 10. Full classification bro."
"s='python'; print(s[::3])","<english> Skips 3 characters each time. Stylish slicing bro."
"names=['ram','sam']; names2=names.copy()","<english> Makes a proper copy so changes won't affect original. Safe clone bro."
"def hi(): return None","<english> Function that returns nothing. Silent exit bro."
"x=['a','b','c']; print('-'.join(x))","<english> Joins with dashes → a-b-c. Clean formatting bro."
"nums=[1,2,3]; print([n*10 for n in nums])","<english> Gives each number a 10x upgrade. Glow up bro."
"s='hello'; print(s.swapcase())","<english> Flips case: lower→UPPER, upper→lower. Mood swing bro."
"import math; print(math.factorial(5))","<english> Gives factorial of 5. Big number generator bro."
"def biggest(lst): return max(lst)","<english> Finds the biggest item. Boss finder bro."
"x=[1,2,3]; y=[4,5]; print(x+y)","<english> Joins two lists together. Squad merge bro."
"def avg(lst): return sum(lst)/len(lst)","<english> Computes average. Chill math bro."
"x=[1,2,3,4]; print(x[::-1])","<english> Reverses the whole list. Backflip bro."
"nums=[4,1,3]; nums.sort(); print(nums)","<english> Sorts the list in-place. Home renovation bro."
"nums=[1,2,3]; print([n for n in nums if n!=2])","<english> Removes 2 by filtering. Custom clean-up bro."
"x=[1,2,3,4]; print([i for i in x if i%2])","<english> Picks all odd numbers. Odd squad bro."
"a,b=5,10; a,b=b,a","<english> Swaps values without temp variable. Ninja swap bro."
"for i in range(3): print(['hi','bye'][i%2])","<english> Alternates hi and bye. Mood switch bro."
"s='hello'; print(s.index('l'))","<english> First location of l. Search and find bro."
"x=[1,2,3]; print(x.count(2))","<english> Counts how many 2’s are inside. Quick tally bro."
"nums=[5,3,8]; print(sorted(nums)[0])","<english> Smallest element by sorting. Smart trick bro."
"for i in range(1,6): print('*'*(6-i))","<english> Inverted star pattern. Pyramid upside-down bro."
"def half(n): return n/2","<english> Cuts the number in half. Slice bro."
"s='banana'; print(s.replace('a','@'))","<english> Replaces 'a' with '@'. Hacker text bro."
"x=['a','b','c']; print(x[-2])","<english> Second last element. Close to the end bro."
"nums=[2,4,6,8]; print(all(n%2==0 for n in nums))","<english> Checks if all numbers are even. Team even confirmed bro."
"s='coding'; print(s*3)","<english> Repeats the word three times. Coding spam bro."
"for i in range(4): print(i==2)","<english> Only prints True when i is 2. Truth moment bro."
"def zero_fill(n): return str(n).zfill(5)","<english> Pads number with zeros on the left. Fancy formatting bro."
"nums=[1,2,3]; nums.insert(1,9)","<english> Drops 9 at index 1. Side entry bro."
"import random; print(random.random())","<english> Gives a random decimal between 0 and 1. Luck meter bro."
"code","explanation"
"for i in range(5): print(i if i%2==0 else 'odd')","<english> Bro this prints the number if it's even, otherwise prints 'odd'. Smart switch bro."
"def triple(n): return n*3","<english> Multiplies the number by 3. Triple booster bro."
"s='hello world'; print(s.title())","<english> Makes Every Word Start With A Capital Letter. Fancy English bro."
"x=[1,2,3]; print(sum(x))","<english> Adds everything in the list and gives total. Quick math bro."
"a={1,2,3}; b={3,4,5}; print(a&b)","<english> Intersection — shows common elements. Mutual friends list bro."
"a={1,2,3}; b={3,4,5}; print(a|b)","<english> Union — everything combined. Full group bro."
"a={1,2,3}; b={3,4,5}; print(a-b)","<english> Shows elements only in a but not in b. Solo members bro."
"x=[9,8,7]; print(min(x), max(x))","<english> Prints smallest and biggest. Quick stat bro."
"nums=[1,2,3]; print(tuple(nums))","<english> Converts list into tuple. Lock the values bro."
"t=(1,2,3); print(list(t))","<english> Converts tuple back to list. Freedom mode bro."
"x=[1,2,3]; print(x.__len__())","<english> Same as len(x) but fancier. Hidden flex bro."
"for i in range(1,11): print('even' if i%2==0 else 'odd')","<english> Prints even/odd for numbers 1 to 10. Full classification bro."
"s='python'; print(s[::3])","<english> Skips 3 characters each time. Stylish slicing bro."
"names=['ram','sam']; names2=names.copy()","<english> Makes a proper copy so changes won't affect original. Safe clone bro."
"def hi(): return None","<english> Function that returns nothing. Silent exit bro."
"x=['a','b','c']; print('-'.join(x))","<english> Joins with dashes → a-b-c. Clean formatting bro."
"nums=[1,2,3]; print([n*10 for n in nums])","<english> Gives each number a 10x upgrade. Glow up bro."
"s='hello'; print(s.swapcase())","<english> Flips case: lower→UPPER, upper→lower. Mood swing bro."
"import math; print(math.factorial(5))","<english> Gives factorial of 5. Big number generator bro."
"def biggest(lst): return max(lst)","<english> Finds the biggest item. Boss finder bro."
"x=[1,2,3]; y=[4,5]; print(x+y)","<english> Joins two lists together. Squad merge bro."
"def avg(lst): return sum(lst)/len(lst)","<english> Computes average. Chill math bro."
"x=[1,2,3,4]; print(x[::-1])","<english> Reverses the whole list. Backflip bro."
"nums=[4,1,3]; nums.sort(); print(nums)","<english> Sorts the list in-place. Home renovation bro."
"nums=[1,2,3]; print([n for n in nums if n!=2])","<english> Removes 2 by filtering. Custom clean-up bro."
"x=[1,2,3,4]; print([i for i in x if i%2])","<english> Picks all odd numbers. Odd squad bro."
"a,b=5,10; a,b=b,a","<english> Swaps values without temp variable. Ninja swap bro."
"for i in range(3): print(['hi','bye'][i%2])","<english> Alternates hi and bye. Mood switch bro."
"s='hello'; print(s.index('l'))","<english> First location of l. Search and find bro."
"x=[1,2,3]; print(x.count(2))","<english> Counts how many 2’s are inside. Quick tally bro."
"nums=[5,3,8]; print(sorted(nums)[0])","<english> Smallest element by sorting. Smart trick bro."
"for i in range(1,6): print('*'*(6-i))","<english> Inverted star pattern. Pyramid upside-down bro."
"def half(n): return n/2","<english> Cuts the number in half. Slice bro."
"s='banana'; print(s.replace('a','@'))","<english> Replaces 'a' with '@'. Hacker text bro."
"x=['a','b','c']; print(x[-2])","<english> Second last element. Close to the end bro."
"nums=[2,4,6,8]; print(all(n%2==0 for n in nums))","<english> Checks if all numbers are even. Team even confirmed bro."
"s='coding'; print(s*3)","<english> Repeats the word three times. Coding spam bro."
"for i in range(4): print(i==2)","<english> Only prints True when i is 2. Truth moment bro."
"def zero_fill(n): return str(n).zfill(5)","<english> Pads number with zeros on the left. Fancy formatting bro."
"nums=[1,2,3]; nums.insert(1,9)","<english> Drops 9 at index 1. Side entry bro."
"import random; print(random.random())","<english> Gives a random decimal between 0 and 1. Luck meter bro."
"code","explanation"
"for i in range(5): print(i if i%2==0 else 'odd')","<english> Bro this prints the number if it's even, otherwise prints 'odd'. Smart switch bro."
"def triple(n): return n*3","<english> Multiplies the number by 3. Triple booster bro."
"s='hello world'; print(s.title())","<english> Makes Every Word Start With A Capital Letter. Fancy English bro."
"x=[1,2,3]; print(sum(x))","<english> Adds everything in the list and gives total. Quick math bro."
"a={1,2,3}; b={3,4,5}; print(a&b)","<english> Intersection — shows common elements. Mutual friends list bro."
"a={1,2,3}; b={3,4,5}; print(a|b)","<english> Union — everything combined. Full group bro."
"a={1,2,3}; b={3,4,5}; print(a-b)","<english> Shows elements only in a but not in b. Solo members bro."
"x=[9,8,7]; print(min(x), max(x))","<english> Prints smallest and biggest. Quick stat bro."
"nums=[1,2,3]; print(tuple(nums))","<english> Converts list into tuple. Lock the values bro."
"t=(1,2,3); print(list(t))","<english> Converts tuple back to list. Freedom mode bro."
"x=[1,2,3]; print(x.__len__())","<english> Same as len(x) but fancier. Hidden flex bro."
"for i in range(1,11): print('even' if i%2==0 else 'odd')","<english> Prints even/odd for numbers 1 to 10. Full classification bro."
"s='python'; print(s[::3])","<english> Skips 3 characters each time. Stylish slicing bro."
"names=['ram','sam']; names2=names.copy()","<english> Makes a proper copy so changes won't affect original. Safe clone bro."
"def hi(): return None","<english> Function that returns nothing. Silent exit bro."
"x=['a','b','c']; print('-'.join(x))","<english> Joins with dashes → a-b-c. Clean formatting bro."
"nums=[1,2,3]; print([n*10 for n in nums])","<english> Gives each number a 10x upgrade. Glow up bro."
"s='hello'; print(s.swapcase())","<english> Flips case: lower→UPPER, upper→lower. Mood swing bro."
"import math; print(math.factorial(5))","<english> Gives factorial of 5. Big number generator bro."
"def biggest(lst): return max(lst)","<english> Finds the biggest item. Boss finder bro."
"x=[1,2,3]; y=[4,5]; print(x+y)","<english> Joins two lists together. Squad merge bro."
"def avg(lst): return sum(lst)/len(lst)","<english> Computes average. Chill math bro."
"x=[1,2,3,4]; print(x[::-1])","<english> Reverses the whole list. Backflip bro."
"nums=[4,1,3]; nums.sort(); print(nums)","<english> Sorts the list in-place. Home renovation bro."
"nums=[1,2,3]; print([n for n in nums if n!=2])","<english> Removes 2 by filtering. Custom clean-up bro."
"x=[1,2,3,4]; print([i for i in x if i%2])","<english> Picks all odd numbers. Odd squad bro."
"a,b=5,10; a,b=b,a","<english> Swaps values without temp variable. Ninja swap bro."
"for i in range(3): print(['hi','bye'][i%2])","<english> Alternates hi and bye. Mood switch bro."
"s='hello'; print(s.index('l'))","<english> First location of l. Search and find bro."
"x=[1,2,3]; print(x.count(2))","<english> Counts how many 2’s are inside. Quick tally bro."
"nums=[5,3,8]; print(sorted(nums)[0])","<english> Smallest element by sorting. Smart trick bro."
"for i in range(1,6): print('*'*(6-i))","<english> Inverted star pattern. Pyramid upside-down bro."
"def half(n): return n/2","<english> Cuts the number in half. Slice bro."
"s='banana'; print(s.replace('a','@'))","<english> Replaces 'a' with '@'. Hacker text bro."
"x=['a','b','c']; print(x[-2])","<english> Second last element. Close to the end bro."
"nums=[2,4,6,8]; print(all(n%2==0 for n in nums))","<english> Checks if all numbers are even. Team even confirmed bro."
"s='coding'; print(s*3)","<english> Repeats the word three times. Coding spam bro."
"for i in range(4): print(i==2)","<english> Only prints True when i is 2. Truth moment bro."
"def zero_fill(n): return str(n).zfill(5)","<english> Pads number with zeros on the left. Fancy formatting bro."
"nums=[1,2,3]; nums.insert(1,9)","<english> Drops 9 at index 1. Side entry bro."
"import random; print(random.random())","<english> Gives a random decimal between 0 and 1. Luck meter bro."
"code","explanation"
"for i in range(5): print(i if i%2==0 else 'odd')","<english> Bro this prints the number if it's even, otherwise prints 'odd'. Smart switch bro."
"def triple(n): return n*3","<english> Multiplies the number by 3. Triple booster bro."
"s='hello world'; print(s.title())","<english> Makes Every Word Start With A Capital Letter. Fancy English bro."
"x=[1,2,3]; print(sum(x))","<english> Adds everything in the list and gives total. Quick math bro."
"a={1,2,3}; b={3,4,5}; print(a&b)","<english> Intersection — shows common elements. Mutual friends list bro."
"a={1,2,3}; b={3,4,5}; print(a|b)","<english> Union — everything combined. Full group bro."
"a={1,2,3}; b={3,4,5}; print(a-b)","<english> Shows elements only in a but not in b. Solo members bro."
"x=[9,8,7]; print(min(x), max(x))","<english> Prints smallest and biggest. Quick stat bro."
"nums=[1,2,3]; print(tuple(nums))","<english> Converts list into tuple. Lock the values bro."
"t=(1,2,3); print(list(t))","<english> Converts tuple back to list. Freedom mode bro."
"x=[1,2,3]; print(x.__len__())","<english> Same as len(x) but fancier. Hidden flex bro."
"for i in range(1,11): print('even' if i%2==0 else 'odd')","<english> Prints even/odd for numbers 1 to 10. Full classification bro."
"s='python'; print(s[::3])","<english> Skips 3 characters each time. Stylish slicing bro."
"names=['ram','sam']; names2=names.copy()","<english> Makes a proper copy so changes won't affect original. Safe clone bro."
"def hi(): return None","<english> Function that returns nothing. Silent exit bro."
"x=['a','b','c']; print('-'.join(x))","<english> Joins with dashes → a-b-c. Clean formatting bro."
"nums=[1,2,3]; print([n*10 for n in nums])","<english> Gives each number a 10x upgrade. Glow up bro."
"s='hello'; print(s.swapcase())","<english> Flips case: lower→UPPER, upper→lower. Mood swing bro."
"import math; print(math.factorial(5))","<english> Gives factorial of 5. Big number generator bro."
"def biggest(lst): return max(lst)","<english> Finds the biggest item. Boss finder bro."
"x=[1,2,3]; y=[4,5]; print(x+y)","<english> Joins two lists together. Squad merge bro."
"def avg(lst): return sum(lst)/len(lst)","<english> Computes average. Chill math bro."
"x=[1,2,3,4]; print(x[::-1])","<english> Reverses the whole list. Backflip bro."
"nums=[4,1,3]; nums.sort(); print(nums)","<english> Sorts the list in-place. Home renovation bro."
"nums=[1,2,3]; print([n for n in nums if n!=2])","<english> Removes 2 by filtering. Custom clean-up bro."
"x=[1,2,3,4]; print([i for i in x if i%2])","<english> Picks all odd numbers. Odd squad bro."
"a,b=5,10; a,b=b,a","<english> Swaps values without temp variable. Ninja swap bro."
"for i in range(3): print(['hi','bye'][i%2])","<english> Alternates hi and bye. Mood switch bro."
"s='hello'; print(s.index('l'))","<english> First location of l. Search and find bro."
"x=[1,2,3]; print(x.count(2))","<english> Counts how many 2’s are inside. Quick tally bro."
"nums=[5,3,8]; print(sorted(nums)[0])","<english> Smallest element by sorting. Smart trick bro."
"for i in range(1,6): print('*'*(6-i))","<english> Inverted star pattern. Pyramid upside-down bro."
"def half(n): return n/2","<english> Cuts the number in half. Slice bro."
"s='banana'; print(s.replace('a','@'))","<english> Replaces 'a' with '@'. Hacker text bro."
"x=['a','b','c']; print(x[-2])","<english> Second last element. Close to the end bro."
"nums=[2,4,6,8]; print(all(n%2==0 for n in nums))","<english> Checks if all numbers are even. Team even confirmed bro."
"s='coding'; print(s*3)","<english> Repeats the word three times. Coding spam bro."
"for i in range(4): print(i==2)","<english> Only prints True when i is 2. Truth moment bro."
"def zero_fill(n): return str(n).zfill(5)","<english> Pads number with zeros on the left. Fancy formatting bro."
"nums=[1,2,3]; nums.insert(1,9)","<english> Drops 9 at index 1. Side entry bro."
"import random; print(random.random())","<english> Gives a random decimal between 0 and 1. Luck meter bro."
"code","explanation"
"for i in range(5): print(i if i%2==0 else 'odd')","<english> Bro this prints the number if it's even, otherwise prints 'odd'. Smart switch bro."
"def triple(n): return n*3","<english> Multiplies the number by 3. Triple booster bro."
"s='hello world'; print(s.title())","<english> Makes Every Word Start With A Capital Letter. Fancy English bro."
"x=[1,2,3]; print(sum(x))","<english> Adds everything in the list and gives total. Quick math bro."
"a={1,2,3}; b={3,4,5}; print(a&b)","<english> Intersection — shows common elements. Mutual friends list bro."
"a={1,2,3}; b={3,4,5}; print(a|b)","<english> Union — everything combined. Full group bro."
"a={1,2,3}; b={3,4,5}; print(a-b)","<english> Shows elements only in a but not in b. Solo members bro."
"x=[9,8,7]; print(min(x), max(x))","<english> Prints smallest and biggest. Quick stat bro."
"nums=[1,2,3]; print(tuple(nums))","<english> Converts list into tuple. Lock the values bro."
"t=(1,2,3); print(list(t))","<english> Converts tuple back to list. Freedom mode bro."
"x=[1,2,3]; print(x.__len__())","<english> Same as len(x) but fancier. Hidden flex bro."
"for i in range(1,11): print('even' if i%2==0 else 'odd')","<english> Prints even/odd for numbers 1 to 10. Full classification bro."
"s='python'; print(s[::3])","<english> Skips 3 characters each time. Stylish slicing bro."
"names=['ram','sam']; names2=names.copy()","<english> Makes a proper copy so changes won't affect original. Safe clone bro."
"def hi(): return None","<english> Function that returns nothing. Silent exit bro."
"x=['a','b','c']; print('-'.join(x))","<english> Joins with dashes → a-b-c. Clean formatting bro."
"nums=[1,2,3]; print([n*10 for n in nums])","<english> Gives each number a 10x upgrade. Glow up bro."
"s='hello'; print(s.swapcase())","<english> Flips case: lower→UPPER, upper→lower. Mood swing bro."
"import math; print(math.factorial(5))","<english> Gives factorial of 5. Big number generator bro."
"def biggest(lst): return max(lst)","<english> Finds the biggest item. Boss finder bro."
"x=[1,2,3]; y=[4,5]; print(x+y)","<english> Joins two lists together. Squad merge bro."
"def avg(lst): return sum(lst)/len(lst)","<english> Computes average. Chill math bro."
"x=[1,2,3,4]; print(x[::-1])","<english> Reverses the whole list. Backflip bro."
"nums=[4,1,3]; nums.sort(); print(nums)","<english> Sorts the list in-place. Home renovation bro."
"nums=[1,2,3]; print([n for n in nums if n!=2])","<english> Removes 2 by filtering. Custom clean-up bro."
"x=[1,2,3,4]; print([i for i in x if i%2])","<english> Picks all odd numbers. Odd squad bro."
"a,b=5,10; a,b=b,a","<english> Swaps values without temp variable. Ninja swap bro."
"for i in range(3): print(['hi','bye'][i%2])","<english> Alternates hi and bye. Mood switch bro."
"s='hello'; print(s.index('l'))","<english> First location of l. Search and find bro."
"x=[1,2,3]; print(x.count(2))","<english> Counts how many 2’s are inside. Quick tally bro."
"nums=[5,3,8]; print(sorted(nums)[0])","<english> Smallest element by sorting. Smart trick bro."
"for i in range(1,6): print('*'*(6-i))","<english> Inverted star pattern. Pyramid upside-down bro."
"def half(n): return n/2","<english> Cuts the number in half. Slice bro."
"s='banana'; print(s.replace('a','@'))","<english> Replaces 'a' with '@'. Hacker text bro."
"x=['a','b','c']; print(x[-2])","<english> Second last element. Close to the end bro."
"nums=[2,4,6,8]; print(all(n%2==0 for n in nums))","<english> Checks if all numbers are even. Team even confirmed bro."
"s='coding'; print(s*3)","<english> Repeats the word three times. Coding spam bro."
"for i in range(4): print(i==2)","<english> Only prints True when i is 2. Truth moment bro."
"def zero_fill(n): return str(n).zfill(5)","<english> Pads number with zeros on the left. Fancy formatting bro."
"nums=[1,2,3]; nums.insert(1,9)","<english> Drops 9 at index 1. Side entry bro."
"import random; print(random.random())","<english> Gives a random decimal between 0 and 1. Luck meter bro."
"code","explanation"
"for i in range(5): print(i if i%2==0 else 'odd')","<english> Bro this prints the number if it's even, otherwise prints 'odd'. Smart switch bro."
"def triple(n): return n*3","<english> Multiplies the number by 3. Triple booster bro."
"s='hello world'; print(s.title())","<english> Makes Every Word Start With A Capital Letter. Fancy English bro."
"x=[1,2,3]; print(sum(x))","<english> Adds everything in the list and gives total. Quick math bro."
"a={1,2,3}; b={3,4,5}; print(a&b)","<english> Intersection — shows common elements. Mutual friends list bro."
"a={1,2,3}; b={3,4,5}; print(a|b)","<english> Union — everything combined. Full group bro."
"a={1,2,3}; b={3,4,5}; print(a-b)","<english> Shows elements only in a but not in b. Solo members bro."
"x=[9,8,7]; print(min(x), max(x))","<english> Prints smallest and biggest. Quick stat bro."
"nums=[1,2,3]; print(tuple(nums))","<english> Converts list into tuple. Lock the values bro."
"t=(1,2,3); print(list(t))","<english> Converts tuple back to list. Freedom mode bro."
"x=[1,2,3]; print(x.__len__())","<english> Same as len(x) but fancier. Hidden flex bro."
"for i in range(1,11): print('even' if i%2==0 else 'odd')","<english> Prints even/odd for numbers 1 to 10. Full classification bro."
"s='python'; print(s[::3])","<english> Skips 3 characters each time. Stylish slicing bro."
"names=['ram','sam']; names2=names.copy()","<english> Makes a proper copy so changes won't affect original. Safe clone bro."
"def hi(): return None","<english> Function that returns nothing. Silent exit bro."
"x=['a','b','c']; print('-'.join(x))","<english> Joins with dashes → a-b-c. Clean formatting bro."
"nums=[1,2,3]; print([n*10 for n in nums])","<english> Gives each number a 10x upgrade. Glow up bro."
"s='hello'; print(s.swapcase())","<english> Flips case: lower→UPPER, upper→lower. Mood swing bro."
"import math; print(math.factorial(5))","<english> Gives factorial of 5. Big number generator bro."
"def biggest(lst): return max(lst)","<english> Finds the biggest item. Boss finder bro."
"x=[1,2,3]; y=[4,5]; print(x+y)","<english> Joins two lists together. Squad merge bro."
"def avg(lst): return sum(lst)/len(lst)","<english> Computes average. Chill math bro."
